时间,收盘价,信号类型,方向,置信度,张力,加速度,量能比率,EMA偏离%,DXY燃料,开盘价,最高价,最低价,成交量,价格vsEMA%,V7.0.5通过,过滤原因
2025-08-10 12:00:00,118815.0,BEARISH_SINGULARITY,short,0.7,0.7733394173530197,-0.0845191579779157,,0.0,0.1260400013773703,118330.58,119113.94,118232.0,2809.2276,0.29842985504770214,True,
2025-08-10 16:00:00,118663.08,BEARISH_SINGULARITY,short,0.7,0.708409113349101,-0.0804465008533109,,-0.1156993381414857,0.1260400013773703,118815.0,118944.24,118433.8,995.85812,0.15395252292936604,True,
2025-08-10 20:00:00,119294.01,BEARISH_SINGULARITY,short,0.7,0.5927933355073683,-0.0676948429406483,,0.3756751314435776,0.1260400013773703,118663.09,119311.11,118074.99,2674.59294,0.6206858780990581,True,
2025-08-11 00:00:00,121728.99,BEARISH_SINGULARITY,short,0.7,0.5290942215089675,-0.0631242869000843,,2.1885435051540685,-0.4171160897338265,119294.27,122164.07,118972.59,7626.19257,2.413650173610435,True,
2025-08-11 04:00:00,121537.15,BEARISH_SINGULARITY,short,0.7,0.5524573785528275,-0.0636068809081827,,1.8308680559716288,-0.4171160897338265,121729.0,122335.16,121466.08,4279.8879,2.0333887184364077,True,
2025-08-11 08:00:00,120561.54,BEARISH_SINGULARITY,short,0.7,0.5851209594393163,-0.0679277223215729,,0.9160426891455962,-0.4171160897338265,121537.14,121823.0,120286.4,4216.26732,1.0974197807623272,True,
2025-08-11 12:00:00,120314.4,BEARISH_SINGULARITY,short,0.7,0.627769121624933,-0.0761791748621619,,0.6412006767917083,-0.4171160897338265,120561.53,120667.54,119382.91,5236.26223,0.8047182010282521,True,
2025-08-11 16:00:00,119089.3,BEARISH_SINGULARITY,short,0.7,0.6365680809336108,-0.0797075149129932,,-0.3471728611379587,-0.4171160897338265,120314.4,120794.05,118604.17,2812.92272,-0.20065042122015844,True,
2025-08-11 20:00:00,118686.0,BEARISH_SINGULARITY,short,0.7,0.5934326901820595,-0.0757075655210445,,-0.6198499339625857,-0.4171160897338265,119089.3,119172.63,118050.11,2322.80155,-0.4875769009678589,True,
2025-08-12 00:00:00,118857.7,BEARISH_SINGULARITY,short,0.7,0.4994074192284805,-0.0661137783207126,,-0.4309337248698888,0.6214514966931809,118686.0,119275.46,118593.39,1894.63528,-0.3109913754420108,True,
